[2026-05-27 09:43:01] center-shift MMMD config: {"B_boot": 500, "alpha": 0.05, "checkpoint_path": "/home/dechao/kernel_two-sample/dechao_reproduction/pathmnist_center_shift_mmmd/shared_model/models/pathmnist_cnn_checkpoint.pt", "dataset": "PathMNIST-28", "inner_repetitions": 500, "labels": [6, 8], "methods": ["raw_pixel_gaussian5", "cnn_final_fc128_gaussian5", "cnn_multilayer_single_gaussian", "cnn_multilayer_gaussian15"], "n_grid": [20, 30, 50, 80, 100], "n_tests_per_cell_actual": 5000, "outer_repetitions": 10, "seed": 20260527, "settings": ["H1_source_vs_external"], "split_path": "/home/dechao/kernel_two-sample/dechao_reproduction/pathmnist_center_shift_mmmd/configs/center_shift_split_seed2026_holdout20.npz"}
[2026-05-27 09:43:04] extracting frozen CNN embeddings for source_holdout_pool
[2026-05-27 09:49:25] progress label=6 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=100/500
[2026-05-27 09:49:26] progress label=6 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=150/500
[2026-05-27 09:49:28] progress label=6 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=200/500
[2026-05-27 09:49:29] progress label=6 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=250/500
[2026-05-27 09:49:31] progress label=6 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=300/500
[2026-05-27 09:49:32] progress label=6 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=350/500
[2026-05-27 09:49:34] progress label=6 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=400/500
[2026-05-27 09:49:36] progress label=6 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=450/500
[2026-05-27 09:49:37] progress label=6 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=500/500
[2026-05-27 09:49:39] finished label=6 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_repetitions=500 in 17.70s
[2026-05-27 09:49:39] progress label=6 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=1/500
[2026-05-27 09:49:41] progress label=6 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=50/500
[2026-05-27 09:49:44] progress label=6 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=100/500
[2026-05-27 09:49:46] progress label=6 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=150/500
[2026-05-27 09:49:48] progress label=6 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=200/500
[2026-05-27 09:49:50] progress label=6 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=250/500
[2026-05-27 09:49:53] progress label=6 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=300/500
[2026-05-27 09:49:55] progress label=6 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=350/500
[2026-05-27 09:49:57] progress label=6 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=400/500
[2026-05-27 09:49:59] progress label=6 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=450/500
[2026-05-27 09:50:01] progress label=6 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=500/500
[2026-05-27 09:50:04] finished label=6 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_repetitions=500 in 24.46s
[2026-05-27 09:50:04] progress label=6 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=1/500
[2026-05-27 09:50:06] progress label=6 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=50/500
[2026-05-27 09:50:08] progress label=6 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=100/500
[2026-05-27 09:50:10] progress label=6 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=150/500
[2026-05-27 09:50:13] progress label=6 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=200/500
[2026-05-27 09:50:15] progress label=6 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=250/500
[2026-05-27 09:50:17] progress label=6 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=300/500
[2026-05-27 09:50:19] progress label=6 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=350/500
[2026-05-27 09:50:21] progress label=6 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=400/500
[2026-05-27 09:50:24] progress label=6 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=450/500
[2026-05-27 09:50:26] progress label=6 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=500/500
[2026-05-27 09:50:28] finished label=6 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_repetitions=500 in 24.56s
[2026-05-27 09:50:28] progress label=6 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=1/500
[2026-05-27 09:50:31] progress label=6 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=50/500
[2026-05-27 09:50:33] progress label=6 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=100/500
[2026-05-27 09:50:35] progress label=6 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=150/500
[2026-05-27 09:50:37] progress label=6 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=200/500
[2026-05-27 09:50:39] progress label=6 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=250/500
[2026-05-27 09:50:42] progress label=6 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=300/500
[2026-05-27 09:50:44] progress label=6 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=350/500
[2026-05-27 09:50:46] progress label=6 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=400/500
[2026-05-27 09:50:48] progress label=6 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=450/500
[2026-05-27 09:50:50] progress label=6 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=500/500
[2026-05-27 09:50:53] finished label=6 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_repetitions=500 in 24.65s
[2026-05-27 09:50:53] progress label=6 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=1/500
[2026-05-27 09:50:55] progress label=6 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=50/500
[2026-05-27 09:50:57] progress label=6 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=100/500
[2026-05-27 09:51:00] progress label=6 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=150/500
[2026-05-27 09:51:02] progress label=6 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=200/500
[2026-05-27 09:51:04] progress label=6 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=250/500
[2026-05-27 09:51:06] progress label=6 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=300/500
[2026-05-27 09:51:09] progress label=6 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=350/500
[2026-05-27 09:51:11] progress label=6 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=400/500
[2026-05-27 09:51:13] progress label=6 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=450/500
[2026-05-27 09:51:15] progress label=6 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=500/500
[2026-05-27 09:51:18] finished label=6 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_repetitions=500 in 24.81s
[2026-05-27 09:51:18] progress label=6 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=1/500
[2026-05-27 09:51:20] progress label=6 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=50/500
[2026-05-27 09:51:22] progress label=6 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=100/500
[2026-05-27 09:51:24] progress label=6 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=150/500
[2026-05-27 09:51:27] progress label=6 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=200/500
[2026-05-27 09:51:29] progress label=6 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=250/500
[2026-05-27 09:51:31] progress label=6 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=300/500
[2026-05-27 09:51:33] progress label=6 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=350/500
[2026-05-27 09:51:36] progress label=6 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=400/500
[2026-05-27 09:51:38] progress label=6 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=450/500
[2026-05-27 09:51:40] progress label=6 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=500/500
[2026-05-27 09:51:43] finished label=6 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_repetitions=500 in 24.80s
[2026-05-27 09:51:43] progress label=6 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=1/500
[2026-05-27 09:51:45] progress label=6 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=50/500
[2026-05-27 09:51:47] progress label=6 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=100/500
[2026-05-27 09:51:49] progress label=6 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=150/500
[2026-05-27 09:51:51] progress label=6 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=200/500
[2026-05-27 09:51:54] progress label=6 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=250/500
[2026-05-27 09:51:56] progress label=6 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=300/500
[2026-05-27 09:51:58] progress label=6 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=350/500
[2026-05-27 09:52:00] progress label=6 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=400/500
[2026-05-27 09:52:03] progress label=6 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=450/500
[2026-05-27 09:52:05] progress label=6 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=500/500
[2026-05-27 09:52:08] finished label=6 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_repetitions=500 in 24.93s
[2026-05-27 09:52:08] progress label=6 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=1/500
[2026-05-27 09:52:10] progress label=6 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=50/500
[2026-05-27 09:52:12] progress label=6 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=100/500
[2026-05-27 09:52:14] progress label=6 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=150/500
[2026-05-27 09:52:16] progress label=6 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=200/500
[2026-05-27 09:52:19] progress label=6 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=250/500
[2026-05-27 09:52:21] progress label=6 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=300/500
[2026-05-27 09:52:23] progress label=6 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=350/500
[2026-05-27 09:52:25] progress label=6 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=400/500
[2026-05-27 09:52:27] progress label=6 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=450/500
[2026-05-27 09:52:30] progress label=6 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=500/500
[2026-05-27 09:52:33] finished label=6 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_repetitions=500 in 25.14s
[2026-05-27 09:52:33] progress label=6 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=1/500
[2026-05-27 09:52:35] progress label=6 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=50/500
[2026-05-27 09:52:37] progress label=6 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=100/500
[2026-05-27 09:52:39] progress label=6 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=150/500
[2026-05-27 09:52:42] progress label=6 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=200/500
[2026-05-27 09:52:44] progress label=6 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=250/500
[2026-05-27 09:52:46] progress label=6 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=300/500
[2026-05-27 09:52:48] progress label=6 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=350/500
[2026-05-27 09:52:51] progress label=6 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=400/500
[2026-05-27 09:52:53] progress label=6 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=450/500
[2026-05-27 09:52:55] progress label=6 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=500/500
[2026-05-27 09:52:58] finished label=6 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_repetitions=500 in 25.24s
[2026-05-27 09:52:58] progress label=6 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=1/500
[2026-05-27 09:53:00] progress label=6 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=50/500
[2026-05-27 09:53:02] progress label=6 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=100/500
[2026-05-27 09:53:05] progress label=6 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=150/500
[2026-05-27 09:53:07] progress label=6 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=200/500
[2026-05-27 09:53:09] progress label=6 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=250/500
[2026-05-27 09:53:11] progress label=6 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=300/500
[2026-05-27 09:53:14] progress label=6 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=350/500
[2026-05-27 09:53:16] progress label=6 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=400/500
[2026-05-27 09:53:18] progress label=6 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=450/500
[2026-05-27 09:53:20] progress label=6 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=500/500
[2026-05-27 09:53:23] finished label=6 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_repetitions=500 in 25.16s
[2026-05-27 09:53:23] progress label=6 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=1/500
[2026-05-27 09:53:25] progress label=6 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=50/500
[2026-05-27 09:53:27] progress label=6 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=100/500
[2026-05-27 09:53:30] progress label=6 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=150/500
[2026-05-27 09:53:32] progress label=6 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=200/500
[2026-05-27 09:53:34] progress label=6 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=250/500
[2026-05-27 09:53:36] progress label=6 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=300/500
[2026-05-27 09:53:39] progress label=6 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=350/500
[2026-05-27 09:53:41] progress label=6 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=400/500
[2026-05-27 09:53:43] progress label=6 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=450/500
[2026-05-27 09:53:45] progress label=6 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=500/500
[2026-05-27 09:53:48] finished label=6 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_repetitions=500 in 25.11s
[2026-05-27 09:53:48] progress label=8 setting=H1_source_vs_external n=20 outer_iter=1/10 inner_iter=1/500
[2026-05-27 09:53:49] progress label=8 setting=H1_source_vs_external n=20 outer_iter=1/10 inner_iter=50/500
[2026-05-27 09:53:49] progress label=8 setting=H1_source_vs_external n=20 outer_iter=1/10 inner_iter=100/500
[2026-05-27 09:53:50] progress label=8 setting=H1_source_vs_external n=20 outer_iter=1/10 inner_iter=150/500
[2026-05-27 09:53:50] progress label=8 setting=H1_source_vs_external n=20 outer_iter=1/10 inner_iter=200/500
[2026-05-27 09:53:50] progress label=8 setting=H1_source_vs_external n=20 outer_iter=1/10 inner_iter=250/500
[2026-05-27 09:53:51] progress label=8 setting=H1_source_vs_external n=20 outer_iter=1/10 inner_iter=300/500
[2026-05-27 09:53:51] progress label=8 setting=H1_source_vs_external n=20 outer_iter=1/10 inner_iter=350/500
[2026-05-27 09:53:52] progress label=8 setting=H1_source_vs_external n=20 outer_iter=1/10 inner_iter=400/500
[2026-05-27 09:53:52] progress label=8 setting=H1_source_vs_external n=20 outer_iter=1/10 inner_iter=450/500
[2026-05-27 09:53:53] progress label=8 setting=H1_source_vs_external n=20 outer_iter=1/10 inner_iter=500/500
[2026-05-27 09:53:56] finished label=8 setting=H1_source_vs_external n=20 outer_iter=1/10 inner_repetitions=500 in 7.89s
[2026-05-27 09:53:56] progress label=8 setting=H1_source_vs_external n=20 outer_iter=2/10 inner_iter=1/500
[2026-05-27 09:53:56] progress label=8 setting=H1_source_vs_external n=20 outer_iter=2/10 inner_iter=50/500
[2026-05-27 09:53:57] progress label=8 setting=H1_source_vs_external n=20 outer_iter=2/10 inner_iter=100/500
[2026-05-27 09:53:57] progress label=8 setting=H1_source_vs_external n=20 outer_iter=2/10 inner_iter=150/500
[2026-05-27 09:53:58] progress label=8 setting=H1_source_vs_external n=20 outer_iter=2/10 inner_iter=200/500
[2026-05-27 09:53:58] progress label=8 setting=H1_source_vs_external n=20 outer_iter=2/10 inner_iter=250/500
[2026-05-27 09:53:59] progress label=8 setting=H1_source_vs_external n=20 outer_iter=2/10 inner_iter=300/500
[2026-05-27 09:53:59] progress label=8 setting=H1_source_vs_external n=20 outer_iter=2/10 inner_iter=350/500
[2026-05-27 09:54:00] progress label=8 setting=H1_source_vs_external n=20 outer_iter=2/10 inner_iter=400/500
[2026-05-27 09:54:00] progress label=8 setting=H1_source_vs_external n=20 outer_iter=2/10 inner_iter=450/500
[2026-05-27 09:54:01] progress label=8 setting=H1_source_vs_external n=20 outer_iter=2/10 inner_iter=500/500
[2026-05-27 09:54:04] finished label=8 setting=H1_source_vs_external n=20 outer_iter=2/10 inner_repetitions=500 in 7.83s
[2026-05-27 09:54:04] progress label=8 setting=H1_source_vs_external n=20 outer_iter=3/10 inner_iter=1/500
[2026-05-27 09:54:04] progress label=8 setting=H1_source_vs_external n=20 outer_iter=3/10 inner_iter=50/500
[2026-05-27 09:54:05] progress label=8 setting=H1_source_vs_external n=20 outer_iter=3/10 inner_iter=100/500
[2026-05-27 09:54:05] progress label=8 setting=H1_source_vs_external n=20 outer_iter=3/10 inner_iter=150/500
[2026-05-27 09:54:06] progress label=8 setting=H1_source_vs_external n=20 outer_iter=3/10 inner_iter=200/500
[2026-05-27 09:54:06] progress label=8 setting=H1_source_vs_external n=20 outer_iter=3/10 inner_iter=250/500
[2026-05-27 09:54:07] progress label=8 setting=H1_source_vs_external n=20 outer_iter=3/10 inner_iter=300/500
[2026-05-27 09:54:07] progress label=8 setting=H1_source_vs_external n=20 outer_iter=3/10 inner_iter=350/500
[2026-05-27 09:54:08] progress label=8 setting=H1_source_vs_external n=20 outer_iter=3/10 inner_iter=400/500
[2026-05-27 09:54:08] progress label=8 setting=H1_source_vs_external n=20 outer_iter=3/10 inner_iter=450/500
[2026-05-27 09:54:08] progress label=8 setting=H1_source_vs_external n=20 outer_iter=3/10 inner_iter=500/500
[2026-05-27 09:54:12] finished label=8 setting=H1_source_vs_external n=20 outer_iter=3/10 inner_repetitions=500 in 7.94s
[2026-05-27 09:54:12] progress label=8 setting=H1_source_vs_external n=20 outer_iter=4/10 inner_iter=1/500
[2026-05-27 09:54:12] progress label=8 setting=H1_source_vs_external n=20 outer_iter=4/10 inner_iter=50/500
[2026-05-27 09:54:13] progress label=8 setting=H1_source_vs_external n=20 outer_iter=4/10 inner_iter=100/500
[2026-05-27 09:54:13] progress label=8 setting=H1_source_vs_external n=20 outer_iter=4/10 inner_iter=150/500
[2026-05-27 09:54:14] progress label=8 setting=H1_source_vs_external n=20 outer_iter=4/10 inner_iter=200/500
[2026-05-27 09:54:14] progress label=8 setting=H1_source_vs_external n=20 outer_iter=4/10 inner_iter=250/500
[2026-05-27 09:54:15] progress label=8 setting=H1_source_vs_external n=20 outer_iter=4/10 inner_iter=300/500
[2026-05-27 09:54:15] progress label=8 setting=H1_source_vs_external n=20 outer_iter=4/10 inner_iter=350/500
[2026-05-27 09:54:15] progress label=8 setting=H1_source_vs_external n=20 outer_iter=4/10 inner_iter=400/500
[2026-05-27 09:54:16] progress label=8 setting=H1_source_vs_external n=20 outer_iter=4/10 inner_iter=450/500
[2026-05-27 09:54:16] progress label=8 setting=H1_source_vs_external n=20 outer_iter=4/10 inner_iter=500/500
[2026-05-27 09:54:20] finished label=8 setting=H1_source_vs_external n=20 outer_iter=4/10 inner_repetitions=500 in 8.02s
[2026-05-27 09:54:20] progress label=8 setting=H1_source_vs_external n=20 outer_iter=5/10 inner_iter=1/500
[2026-05-27 09:54:20] progress label=8 setting=H1_source_vs_external n=20 outer_iter=5/10 inner_iter=50/500
[2026-05-27 09:54:21] progress label=8 setting=H1_source_vs_external n=20 outer_iter=5/10 inner_iter=100/500
[2026-05-27 09:54:21] progress label=8 setting=H1_source_vs_external n=20 outer_iter=5/10 inner_iter=150/500
[2026-05-27 09:54:22] progress label=8 setting=H1_source_vs_external n=20 outer_iter=5/10 inner_iter=200/500
[2026-05-27 09:54:22] progress label=8 setting=H1_source_vs_external n=20 outer_iter=5/10 inner_iter=250/500
[2026-05-27 09:54:23] progress label=8 setting=H1_source_vs_external n=20 outer_iter=5/10 inner_iter=300/500
[2026-05-27 09:54:23] progress label=8 setting=H1_source_vs_external n=20 outer_iter=5/10 inner_iter=350/500
[2026-05-27 09:54:23] progress label=8 setting=H1_source_vs_external n=20 outer_iter=5/10 inner_iter=400/500
[2026-05-27 09:54:24] progress label=8 setting=H1_source_vs_external n=20 outer_iter=5/10 inner_iter=450/500
[2026-05-27 09:54:24] progress label=8 setting=H1_source_vs_external n=20 outer_iter=5/10 inner_iter=500/500
[2026-05-27 09:54:28] finished label=8 setting=H1_source_vs_external n=20 outer_iter=5/10 inner_repetitions=500 in 7.97s
[2026-05-27 09:54:28] progress label=8 setting=H1_source_vs_external n=20 outer_iter=6/10 inner_iter=1/500
[2026-05-27 09:54:28] progress label=8 setting=H1_source_vs_external n=20 outer_iter=6/10 inner_iter=50/500
[2026-05-27 09:54:29] progress label=8 setting=H1_source_vs_external n=20 outer_iter=6/10 inner_iter=100/500
[2026-05-27 09:54:29] progress label=8 setting=H1_source_vs_external n=20 outer_iter=6/10 inner_iter=150/500
[2026-05-27 09:54:30] progress label=8 setting=H1_source_vs_external n=20 outer_iter=6/10 inner_iter=200/500
[2026-05-27 09:54:30] progress label=8 setting=H1_source_vs_external n=20 outer_iter=6/10 inner_iter=250/500
[2026-05-27 09:54:30] progress label=8 setting=H1_source_vs_external n=20 outer_iter=6/10 inner_iter=300/500
[2026-05-27 09:54:31] progress label=8 setting=H1_source_vs_external n=20 outer_iter=6/10 inner_iter=350/500
[2026-05-27 09:54:31] progress label=8 setting=H1_source_vs_external n=20 outer_iter=6/10 inner_iter=400/500
[2026-05-27 09:54:32] progress label=8 setting=H1_source_vs_external n=20 outer_iter=6/10 inner_iter=450/500
[2026-05-27 09:54:32] progress label=8 setting=H1_source_vs_external n=20 outer_iter=6/10 inner_iter=500/500
[2026-05-27 09:54:36] finished label=8 setting=H1_source_vs_external n=20 outer_iter=6/10 inner_repetitions=500 in 8.02s
[2026-05-27 09:54:36] progress label=8 setting=H1_source_vs_external n=20 outer_iter=7/10 inner_iter=1/500
[2026-05-27 09:54:36] progress label=8 setting=H1_source_vs_external n=20 outer_iter=7/10 inner_iter=50/500
[2026-05-27 09:54:37] progress label=8 setting=H1_source_vs_external n=20 outer_iter=7/10 inner_iter=100/500
[2026-05-27 09:54:37] progress label=8 setting=H1_source_vs_external n=20 outer_iter=7/10 inner_iter=150/500
[2026-05-27 09:54:38] progress label=8 setting=H1_source_vs_external n=20 outer_iter=7/10 inner_iter=200/500
[2026-05-27 09:54:38] progress label=8 setting=H1_source_vs_external n=20 outer_iter=7/10 inner_iter=250/500
[2026-05-27 09:54:39] progress label=8 setting=H1_source_vs_external n=20 outer_iter=7/10 inner_iter=300/500
[2026-05-27 09:54:39] progress label=8 setting=H1_source_vs_external n=20 outer_iter=7/10 inner_iter=350/500
[2026-05-27 09:54:39] progress label=8 setting=H1_source_vs_external n=20 outer_iter=7/10 inner_iter=400/500
[2026-05-27 09:54:40] progress label=8 setting=H1_source_vs_external n=20 outer_iter=7/10 inner_iter=450/500
[2026-05-27 09:54:40] progress label=8 setting=H1_source_vs_external n=20 outer_iter=7/10 inner_iter=500/500
[2026-05-27 09:54:44] finished label=8 setting=H1_source_vs_external n=20 outer_iter=7/10 inner_repetitions=500 in 8.01s
[2026-05-27 09:54:44] progress label=8 setting=H1_source_vs_external n=20 outer_iter=8/10 inner_iter=1/500
[2026-05-27 09:54:44] progress label=8 setting=H1_source_vs_external n=20 outer_iter=8/10 inner_iter=50/500
[2026-05-27 09:54:45] progress label=8 setting=H1_source_vs_external n=20 outer_iter=8/10 inner_iter=100/500
[2026-05-27 09:54:45] progress label=8 setting=H1_source_vs_external n=20 outer_iter=8/10 inner_iter=150/500
[2026-05-27 09:54:46] progress label=8 setting=H1_source_vs_external n=20 outer_iter=8/10 inner_iter=200/500
[2026-05-27 09:54:46] progress label=8 setting=H1_source_vs_external n=20 outer_iter=8/10 inner_iter=250/500
[2026-05-27 09:54:47] progress label=8 setting=H1_source_vs_external n=20 outer_iter=8/10 inner_iter=300/500
[2026-05-27 09:54:47] progress label=8 setting=H1_source_vs_external n=20 outer_iter=8/10 inner_iter=350/500
[2026-05-27 09:54:47] progress label=8 setting=H1_source_vs_external n=20 outer_iter=8/10 inner_iter=400/500
[2026-05-27 09:54:48] progress label=8 setting=H1_source_vs_external n=20 outer_iter=8/10 inner_iter=450/500
[2026-05-27 09:54:48] progress label=8 setting=H1_source_vs_external n=20 outer_iter=8/10 inner_iter=500/500
[2026-05-27 09:54:52] finished label=8 setting=H1_source_vs_external n=20 outer_iter=8/10 inner_repetitions=500 in 8.13s
[2026-05-27 09:54:52] progress label=8 setting=H1_source_vs_external n=20 outer_iter=9/10 inner_iter=1/500
[2026-05-27 09:54:52] progress label=8 setting=H1_source_vs_external n=20 outer_iter=9/10 inner_iter=50/500
[2026-05-27 09:54:53] progress label=8 setting=H1_source_vs_external n=20 outer_iter=9/10 inner_iter=100/500
[2026-05-27 09:54:53] progress label=8 setting=H1_source_vs_external n=20 outer_iter=9/10 inner_iter=150/500
[2026-05-27 09:54:54] progress label=8 setting=H1_source_vs_external n=20 outer_iter=9/10 inner_iter=200/500
[2026-05-27 09:54:54] progress label=8 setting=H1_source_vs_external n=20 outer_iter=9/10 inner_iter=250/500
[2026-05-27 09:54:55] progress label=8 setting=H1_source_vs_external n=20 outer_iter=9/10 inner_iter=300/500
[2026-05-27 09:54:55] progress label=8 setting=H1_source_vs_external n=20 outer_iter=9/10 inner_iter=350/500
[2026-05-27 09:54:56] progress label=8 setting=H1_source_vs_external n=20 outer_iter=9/10 inner_iter=400/500
[2026-05-27 09:54:56] progress label=8 setting=H1_source_vs_external n=20 outer_iter=9/10 inner_iter=450/500
[2026-05-27 09:54:57] progress label=8 setting=H1_source_vs_external n=20 outer_iter=9/10 inner_iter=500/500
[2026-05-27 09:55:00] finished label=8 setting=H1_source_vs_external n=20 outer_iter=9/10 inner_repetitions=500 in 8.11s
[2026-05-27 09:55:00] progress label=8 setting=H1_source_vs_external n=20 outer_iter=10/10 inner_iter=1/500
[2026-05-27 09:55:01] progress label=8 setting=H1_source_vs_external n=20 outer_iter=10/10 inner_iter=50/500
